GEOID,clusterID,GEOID_Numeric,NAME,population_race,race_white_per,race_black_per,race_asian_per,race_amindian_per,race_pacisl_per,race_other_per,race_hisp_per,race_twoplus_per,renter_per,popdense,land_area,miles_b_chts,miles_w_chts,PM_mean,income,nh_type,nh_type_str,miles_biked_walked_total,miles_bike_walked_percapita,nonwhite_per,pop_dens_sqm,geometry
06037103102,1,6037103102,"Census Tract 1031.02, Los Angeles County, California",4751,0.5569353820248368,0.00589349610608293,0.12334245422016418,0.002946748053041465,8.419280151547042e-4,0.002315302041675437,0.2843611871185014,0.023363502420543043,0.2679778733866011,3.828272,0.47916438,663.8696,903.8785,8.081897673384441,65080,1,1,1567.7481,0.3299827615238897,0.4430646179751631,9915.177751735218,"list(list(c(-118.315741, -118.315727, -118.313995, -118.3114, -118.307036, -118.302671, -118.297917, -118.297919, -118.300803, -118.300753, -118.300912, -118.302291, -118.302688, -118.303534, -118.307038, -118.311378, -118.315743, -118.315741, 34.262295, 34.266971, 34.266967, 34.266961, 34.266945, 34.266931, 34.266849, 34.263222, 34.263274, 34.259609, 34.25869, 34.258697, 34.259077, 34.259605, 34.259643, 34.259671, 34.259693, 34.262295)))"
06037103200,1,6037103200,"Census Tract 1032, Los Angeles County, California",6150,0.5629268292682926,0.04227642276422764,0.0734959349593496,0.0037398373983739837,8.130081300813008e-4,0.0034146341463414634,0.29040650406504065,0.022926829268292682,0.3510540788267644,0.8292087,2.8636075,864.0679,1167.719,7.756924396992328,68785,1,1,2031.7869,0.3303718536585366,0.43707317073170737,2147.6406944736664,"list(list(c(-118.351734, -118.348153, -118.340195, -118.319509, -118.31826, -118.317144, -118.316157, -118.316396, -118.31731, -118.315025, -118.315734, -118.315727, -118.315741, -118.315743, -118.322312, -118.329998, -118.335804, -118.338718, -118.342705, -118.356176, -118.358346, -118.360291, -118.361447, -118.373013, -118.373043, -118.373023, -118.372959, -118.37094, -118.370754, -118.369316, -118.367429, -118.364477, -118.362688, -118.360345, -118.360345, -118.351734, 34.279435, 34.279018, 34.278962, 
34.278832, 34.278784, 34.278777, 34.277992, 34.275219, 34.273632, 34.274199, 34.270526, 34.266971, 34.262295, 34.259693, 34.259742, 34.259677, 34.265779, 34.268529, 34.270503, 34.272515, 34.271569, 34.271385, 34.273177, 34.273902, 34.274124, 34.274366, 34.274524, 34.27872, 34.282117, 34.28607, 34.286197, 34.289475, 34.287843, 34.287647, 34.280435, 34.279435)))"
06037103300,2,6037103300,"Census Tract 1033, Los Angeles County, California",3819,0.7096098455092956,0.009164702801780571,0.05786855197695732,0.002880335166273894,5.236973029588898e-4,0.0013092432573972245,0.194815396700707,0.023828227284629484,0.132375189107413,0.6217814,2.3714511,538.5314,734.9961,7.972805544576579,95305,1,1,1273.5275,0.3334714584969887,0.2903901544907044,1610.4063878863033,"list(list(c(-118.373039, -118.375557, -118.372929, -118.371198, -118.368586, -118.365978, -118.359894, -118.356471, -118.354206, -118.350248, -118.347766, -118.344482, -118.335804, -118.329998, -118.339444, -118.340813, -118.344977, -118.347249, -118.348423, -118.351326, -118.357469, -118.362178, -118.365892, -118.366452, -118.368785, -118.369335, -118.369463, -118.369799, -118.370655, -118.373039, 34.254407, 34.256787, 34.258298, 34.260326, 34.263591, 34.265756, 34.266123, 34.266083, 34.265928, 
34.265867, 34.267775, 34.267896, 34.265779, 34.259677, 34.26024, 34.259493, 34.253116, 34.249149, 34.248153, 34.247332, 34.247053, 34.245999, 34.243667, 34.243021, 34.246265, 34.248568, 34.24938, 34.25005, 34.250859, 34.254407)))"
06037103400,1,6037103400,"Census Tract 1034, Los Angeles County, California",6143,0.6163112485756145,0.014325248250040697,0.08041673449454664,0.0035813120625101742,4.883607357968419e-4,0.0024418036789842098,0.2506918443757122,0.031743447826794724,0.3552519214346712,2.456463,0.96554501,857.0927,1163.695,8.569483399086959,53750,1,1,2020.7876999999999,0.32895778935373593,0.38368875142438547,6362.209877714556,"list(list(c(-118.300254, -118.300253, -118.30264, -118.302632, -118.307037, -118.307055, -118.30796, -118.306236, -118.306485, -118.312384, -118.316711, -118.322382, -118.324561, -118.329998, -118.322312, -118.315743, -118.311378, -118.307038, -118.303534, -118.302688, -118.302291, -118.299451, -118.300254, 34.255983, 34.252869, 34.253253, 34.252388, 34.2524, 34.252404, 34.252408, 34.251114, 34.248319, 34.248867, 34.248602, 34.249631, 34.254031, 34.259677, 34.259742, 34.259693, 34.259671, 34.259643, 
34.259605, 34.259077, 34.258697, 34.255978, 34.255983)))"
06037104103,1,6037104103,"Census Tract 1041.03, Los Angeles County, California",4085,0.0751529987760098,0.12558139534883722,0.06854345165238677,7.343941248470012e-4,2.447980416156671e-4,0.003916768665850673,0.7143206854345165,0.011505507955936353,0.15789473684210525,4.304,0.36645614,572.9462,793.0078,8.177640708489937,88167,1,1,1365.954,0.3343828641370869,0.9248470012239902,11147.30947065043,"list(list(c(-118.400849, -118.39855, -118.396901, -118.395211, -118.393993, -118.388407, -118.386127, -118.382932, -118.385675, -118.392071, -118.397578, -118.397604, -118.398416, -118.400849, 34.281586, 34.283263, 34.284465, 34.285597, 34.286749, 34.285375, 34.28484, 34.28409, 34.282091, 34.277431, 34.278668, 34.278684, 34.279291, 34.281586)))"
06037104105,1,6037104105,"Census Tract 1041.05, Los Angeles County, California",5412,0.041204730229120475,0.0639320029563932,0.05580192165558019,7.390983000739098e-4,0.0011086474501108647,0.0016629711751662971,0.8263118994826312,0.009238728750923873,0.49676491732566497,9.256409,0.22574468,941.8305,2157.639,8.410714191329143,39531,2,2,3099.4695,0.5727031596452329,0.9587952697708796,23973.986895283644,"list(list(c(-118.405117, -118.401833, -118.400849, -118.398416, -118.397604, -118.397659, -118.398681, -118.401965, -118.403279, -118.408532, -118.411686, -118.405117, 34.278475, 34.280869, 34.281586, 34.279291, 34.278684, 34.278635, 34.27789, 34.275495, 34.274537, 34.270706, 34.273686, 34.278475)))"
06037104108,1,6037104108,"Census Tract 1041.08, Los Angeles County, California",5256,0.04813546423135464,0.11092085235920852,0.034817351598173514,0.0013318112633181126,0,0.0017123287671232876,0.7931887366818874,0.00989345509893455,0.5879163439194423,4.792647,0.42343053,717.2846,1000.298,8.225354471835024,40893,1,1,1717.5826,0.3267851217656012,0.9518645357686454,12412.898049651732,"list(list(c(-118.393794, -118.395594, -118.397704, -118.400407, -118.401912, -118.408532, -118.403279, -118.401965, -118.398681, -118.397659, -118.397604, -118.397578, -118.392071, -118.389612, -118.389114, -118.386696, -118.389134, -118.393794, 34.273536, 34.272222, 34.273323, 34.271354, 34.264658, 34.270706, 34.274537, 34.275495, 34.27789, 34.278635, 34.278684, 34.278668, 34.277431, 34.277101, 34.276993, 34.27607, 34.273034, 34.273536)))"
06037104124,1,6037104124,"Census Tract 1041.24, Los Angeles County, California",4175,0.28119760479041916,0.1355688622754491,0.05437125748502994,0.003592814371257485,0.0019161676646706587,0.0011976047904191617,0.5082634730538922,0.013892215568862276,0.1756993006993007,0.9319049,1.7297652,588.0065,811.7696,7.250191590582678,75179,1,1,1399.7761,0.3352757125748503,0.7188023952095808,2413.622380656057,"list(list(c(-118.380875, -118.389114, -118.389612, -118.392071, -118.385675, -118.382932, -118.386127, -118.385762, -118.384619, -118.386916, -118.386859, -118.382372, -118.382562, -118.381098, -118.380186, -118.379917, -118.379378, -118.379098, -118.37925, -118.37957, -118.378697, -118.375594, -118.371617, -118.37029, -118.367886, -118.367088, -118.365435, -118.362734, -118.361184, -118.361897, -118.360697, -118.360546, -118.360497, -118.360528, -118.360347, -118.360345, -118.362688, -118.364477, 
-118.367429, -118.369316, -118.370754, -118.37094, -118.372959, -118.373023, -118.373043, -118.373013, -118.374729, -118.375954, -118.379028, -118.380875, 34.274868, 34.276993, 34.277101, 34.277431, 34.282091, 34.28409, 34.28484, 34.284817, 34.289731, 34.289734, 34.291532, 34.291526, 34.294167, 34.294956, 34.294398, 34.294335, 34.294401, 34.29462, 34.294753, 34.295137, 34.296111, 34.29612, 34.298189, 34.298042, 34.29993, 34.301859, 34.300614, 34.300074, 34.297993, 34.29517, 34.293245, 34.293305, 
34.293321, 34.293094, 34.292395, 34.287647, 34.287843, 34.289475, 34.286197, 34.28607, 34.282117, 34.27872, 34.274524, 34.274366, 34.274124, 34.273902, 34.274008, 34.274102, 34.274508, 34.274868)))"
06037104201,1,6037104201,"Census Tract 1042.01, Los Angeles County, California",4780,0.010460251046025104,0.0809623430962343,0.0012552301255230125,0.0010460251046025104,0,8.368200836820083e-4,0.8981171548117155,0.007322175732217573,0.3160377358490566,4.384899,0.42089191,665.4316,913.8544,8.664665236084247,42143,1,1,1579.286,0.3303945606694561,0.9895397489539749,11356.835060098922,"list(list(c(-118.415792, -118.414447, -118.408143, -118.411424, -118.414706, -118.417991, -118.418623, -118.424018, -118.420729, -118.417448, -118.418632, -118.415792, 34.293841, 34.292782, 34.286821, 34.28443, 34.282037, 34.279642, 34.280239, 34.285327, 34.287727, 34.290119, 34.291764, 34.293841)))"
06037104203,1,6037104203,"Census Tract 1042.03, Los Angeles County, California",5210,0.012859884836852208,0.06122840690978887,0.012092130518234165,0.001727447216890595,0.0019193857965451055,0.003071017274472169,0.9036468330134357,0.00345489443378119,0.5207373271889401,7.359225,0.27334297,720.4667,987.8372,8.558674935175448,36750,1,1,1708.3038999999999,0.32788942418426104,0.9871401151631478,19060.303617832204,"list(list(c(-118.40827, -118.405117, -118.411686, -118.414838, -118.417991, -118.414706, -118.411424, -118.40827, 34.281452, 34.278475, 34.273686, 34.276664, 34.279642, 34.282037, 34.28443, 34.281452)))"
06037104204,1,6037104204,"Census Tract 1042.04, Los Angeles County, California",3375,0.10192592592592592,0.07407407407407407,0.07970370370370371,5.925925925925926e-4,5.925925925925926e-4,0.0011851851851851852,0.7348148148148148,0.0071111111111111115,0.3582295988934993,1.267352,1.0282032,485.2774,653.3364,7.813193281709821,46923,1,1,1138.6138,0.3373670518518519,0.898074074074074,3282.4251081887314,"list(list(c(-118.405896, -118.40124, -118.400812, -118.400759, -118.399731, -118.396984, -118.396743, -118.393711, -118.393635, -118.387396, -118.38739, -118.382878, -118.382562, -118.382372, -118.386859, -118.386916, -118.384619, -118.385762, -118.386127, -118.388407, -118.393993, -118.395211, -118.396901, -118.39855, -118.400849, -118.401833, -118.405117, -118.40827, -118.411424, -118.408143, -118.40749, -118.407449, -118.40723, -118.406901, -118.406635, -118.405896, 34.288085, 34.287972, 34.287869, 
34.288443, 34.293418, 34.293348, 34.296983, 34.296979, 34.298788, 34.29878, 34.296963, 34.296956, 34.294167, 34.291526, 34.291532, 34.289734, 34.289731, 34.284817, 34.28484, 34.285375, 34.286749, 34.285597, 34.284465, 34.283263, 34.281586, 34.280869, 34.278475, 34.281452, 34.28443, 34.286821, 34.287184, 34.287317, 34.287622, 34.288007, 34.287954, 34.288085)))"
06037104310,1,6037104310,"Census Tract 1043.10, Los Angeles County, California",4921,0.01646006909164804,0.03881324933956513,0.001422475106685633,6.09632188579557e-4,0,8.12842918106076e-4,0.9396464133306238,0.002235318024791709,0.3216704288939052,3.261915,0.58248262,681.1289,940.0928,8.779387262950687,58634,1,1,1621.2217,0.3294496443812233,0.9835399309083519,8448.32074131242,"list(list(c(-118.428761, -118.432602, -118.436146, -118.44016, -118.435387, -118.433776, -118.433481, -118.433614, -118.432769, -118.430569, -118.427291, -118.424018, -118.418623, -118.421881, -118.426203, -118.428538, -118.428761, 34.272363, 34.269566, 34.267914, 34.267184, 34.275774, 34.277453, 34.277691, 34.277816, 34.278444, 34.280549, 34.28294, 34.285327, 34.280239, 34.277822, 34.274251, 34.272526, 34.272363)))"
06037104320,1,6037104320,"Census Tract 1043.20, Los Angeles County, California",5998,0.011170390130043348,0.05818606202067356,0.013671223741247083,0.001833944648216072,0,6.668889629876625e-4,0.910970323441147,0.0035011670556852285,0.47035573122529645,4.948184,0.46801838,828.7108,1134.344,8.828223191611302,47842,1,1,1963.0548,0.3272848949649883,0.9888296098699567,12815.735997376854,"list(list(c(-118.421329, -118.421901, -118.422112, -118.425265, -118.428761, -118.428538, -118.426203, -118.421881, -118.418623, -118.417991, -118.414838, -118.411686, -118.414972, -118.416213, -118.418254, -118.419272, -118.421329, 34.266652, 34.266235, 34.266081, 34.26906, 34.272363, 34.272526, 34.274251, 34.277822, 34.280239, 34.279642, 34.276664, 34.273686, 34.27129, 34.270384, 34.268895, 34.268152, 34.266652)))"
06037104401,1,6037104401,"Census Tract 1044.01, Los Angeles County, California",3357,0.02114983616324099,5.957700327673518e-4,0.005659815311289842,0.0035746201966041107,2.978850163836759e-4,2.978850163836759e-4,0.9675305332141794,8.936550491510277e-4,0.41055718475073316,4.928683,0.26297998,464.8094,628.6694,9.00432236220247,56406,1,1,1093.4787999999999,0.3257309502532022,0.978850163836759,12765.230265817192,"list(list(c(-118.438425, -118.440877, -118.44016, -118.436146, -118.432602, -118.428761, -118.425265, -118.430347, -118.435271, -118.438425, 34.264738, 34.267053, 34.267184, 34.267914, 34.269566, 34.272363, 34.26906, 34.265352, 34.26176, 34.264738)))"
06037104403,1,6037104403,"Census Tract 1044.03, Los Angeles County, California",3282,0.017672151127361365,0.004875076173065204,0.009445460085313833,0.001218769043266301,0,0.003656307129798903,0.9625228519195612,6.093845216331506e-4,0.3850837138508371,4.71032,0.26902364,458.9986,626.8856,9.230856132258323,60260,1,1,1085.8842,0.33086051188299814,0.9823278488726387,12199.671374604848,"list(list(c(-118.428966, -118.425811, -118.428638, -118.431742, -118.434914, -118.439686, -118.440834, -118.44202, -118.442519, -118.443266, -118.440877, -118.438425, -118.435271, -118.432118, -118.428966, 34.255804, 34.252826, 34.250764, 34.253736, 34.256741, 34.261328, 34.26298, 34.26484, 34.265622, 34.266618, 34.267053, 34.264738, 34.26176, 34.258781, 34.255804)))"
06037104404,4,6037104404,"Census Tract 1044.04, Los Angeles County, California",3236,0.01761433868974042,0.009888751545117428,0.0046353522867737945,0.001854140914709518,0,0.0015451174289245982,0.9616810877626699,0.002781211372064277,0.5498489425981873,5.996812,0.20834846,589.1416,1257.174,8.818002446915663,35982,2,2,1846.3156,0.5705548825710753,0.9823856613102596,15531.672276339359,"list(list(c(-118.428835, -118.432118, -118.435271, -118.430347, -118.425265, -118.422112, -118.425552, -118.427192, -118.428835, 34.261177, 34.258781, 34.26176, 34.265352, 34.26906, 34.266081, 34.263571, 34.262375, 34.261177)))"
06037104500,4,6037104500,"Census Tract 1045, Los Angeles County, California",3293,0.032493167324628,0.0060734892195566355,0.0072881870634679624,3.036744609778318e-4,6.073489219556636e-4,3.036744609778318e-4,0.9526267840874583,3.036744609778318e-4,0.35474452554744523,6.201471,0.20502141,579.9117,1266.134,8.953403574561104,45370,2,2,1846.0457000000001,0.5605969328879442,0.967506832675372,16061.737161987132,"list(list(c(-118.422664, -118.425811, -118.428966, -118.432118, -118.428835, -118.425683, -118.422531, -118.419379, -118.422664, 34.249843, 34.252826, 34.255804, 34.258781, 34.261177, 34.258198, 34.255218, 34.252238, 34.249843)))"
06037104610,1,6037104610,"Census Tract 1046.10, Los Angeles County, California",3672,0.013616557734204794,0.003540305010893246,0.0032679738562091504,0.0016339869281045752,0.0013616557734204794,8.169934640522876e-4,0.9733115468409586,0.0024509803921568627,0.5445816186556928,6.201257,0.22862577,514.9319,693.5712,8.729376030548003,38125,1,1,1208.5031,0.32911304466230934,0.9863834422657951,16061.18155446781,"list(list(c(-118.422112, -118.421901, -118.418733, -118.415606, -118.412439, -118.416095, -118.419248, -118.425552, -118.422112, 34.266081, 34.266235, 34.263266, 34.260291, 34.257294, 34.254632, 34.257612, 34.263571, 34.266081)))"
06037104620,1,6037104620,"Census Tract 1046.20, Los Angeles County, California",3539,0.020344730149759818,0.002543091268719977,0.003390788358293303,0.005086182537439954,0,5.651313930488839e-4,0.9663746821135915,0.0016953941791466515,0.36149584487534625,6.662638,0.20508628,493.6678,669.1484,8.67441243105307,40500,1,1,1162.8162,0.3285719694829048,0.9796552698502402,17256.151898605796,"list(list(c(-118.419248, -118.416095, -118.419379, -118.422531, -118.425683, -118.428835, -118.427192, -118.425552, -118.419248, 34.257612, 34.254632, 34.252238, 34.255218, 34.258198, 34.261177, 34.262375, 34.263571, 34.257612)))"
