OBJECTID,GEOID10,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
45,06059087704,62,1458,1312200.000000000000000,8.429002761840820,9.202115058898926,0.773112297058105,8.923001843388352,0.205739256389537,13009.736687660217285
46,06059087601,63,1475,1327500.000000000000000,8.460741043090820,9.058463096618652,0.597722053527832,8.926988005557302,0.118453918880090,13167.307308197021484
47,06059110011,65,1446,1301400.000000000000000,8.970314979553223,9.744680404663086,0.774365425109863,9.392008908721586,0.204717722475691,13580.844882011413574
48,06059087505,66,744,669600.000000000000000,8.716234207153320,9.081576347351074,0.365342140197754,8.912975517652368,0.097350137583818,6631.253785133361816
49,06059980000,67,2886,2597400.000000000000000,8.830935478210449,10.235650062561035,1.404714584350586,9.344068922768512,0.296618472492168,26966.982911109924316
50,06059086305,68,1515,1363500.000000000000000,8.102969169616699,9.420295715332031,1.317326545715332,8.908095403236917,0.342476021161797,13495.764535903930664
51,06059087404,70,574,516600.000000000000000,8.538425445556641,9.289381980895996,0.750956535339355,8.826965280526190,0.127262887076384,5066.678071022033691
52,06059086407,71,2300,2070000.000000000000000,8.365068435668945,9.614455223083496,1.249386787414551,9.222133884844572,0.309616433390862,21210.907935142517090
53,06059021813,72,5224,4701600.000000000000000,8.163480758666992,9.509181022644043,1.345700263977051,8.780164375056899,0.273406223627568,45867.578695297241211
54,06059021915,73,3954,3558600.000000000000000,8.436777114868164,10.566106796264648,2.129329681396484,9.332761518027846,0.433036161236706,36901.739042282104492
55,06059021821,74,2434,2190600.000000000000000,8.202663421630859,8.896253585815430,0.693590164184570,8.612791088828320,0.088926203348156,20963.533510208129883
56,06059076202,75,2390,2151000.000000000000000,8.161814689636230,9.552928924560547,1.391114234924316,8.830200477025500,0.352035840181877,21104.179140090942383
57,06059110001,76,210,189000.000000000000000,8.971192359924316,9.428685188293457,0.457492828369141,9.327809565407890,0.081648554923741,1958.840008735656738
58,06059011709,77,2330,2097000.000000000000000,8.117994308471680,9.635562896728516,1.517568588256836,8.855785476700943,0.319825144414535,20633.980160713195801
59,06059021826,79,1792,1612800.000000000000000,8.281606674194336,9.629503250122070,1.347896575927734,8.779489617794752,0.245589099220196,15732.845395088195801
60,06059088002,80,534,480600.000000000000000,8.701734542846680,9.070158958435059,0.368424415588379,8.968715342689542,0.079231027488036,4789.293992996215820
61,06059086404,86,1293,1163700.000000000000000,8.824968338012695,10.049730300903320,1.224761962890625,9.479842185236555,0.368778194600623,12257.435945510864258
62,06059075813,87,1164,1047600.000000000000000,7.748894691467285,9.223978042602539,1.475083351135254,8.657745425234136,0.362415875011718,10077.615674972534180
63,06059021903,88,2671,2403900.000000000000000,8.005381584167480,9.725904464721680,1.720522880554199,9.195727837125892,0.387202963326517,24561.789052963256836
64,06059011714,89,6805,6124500.000000000000000,8.374382972717285,9.735038757324219,1.360655784606934,9.063810306187502,0.344629942364206,61679.229133605957031
65,06059087401,90,1130,1017000.000000000000000,8.486230850219727,9.602842330932617,1.116611480712891,8.996168749311328,0.321568943630630,10165.670686721801758
66,06059087002,93,1352,1216800.000000000000000,8.809602737426758,9.093820571899414,0.284217834472656,8.958451472090546,0.060297809312796,12111.826390266418457
67,06059087805,94,1446,1301400.000000000000000,8.815576553344727,9.107057571411133,0.291481018066406,8.952492380867691,0.066180412195253,12945.303982734680176
68,06059087101,95,1475,1327500.000000000000000,8.921936035156250,9.768153190612793,0.846217155456543,9.297485512555657,0.220054190444983,13713.791131019592285
69,06059021919,98,571,513900.000000000000000,8.831109046936035,9.520865440368652,0.689756393432617,9.181334031233646,0.152487484584198,5242.541731834411621
70,06059001404,99,3252,2926800.000000000000000,8.876437187194824,9.446922302246094,0.570485115051270,9.254884402836968,0.119288598069628,30096.884078025817871
71,06059011720,100,1490,1341000.000000000000000,8.963439941406250,9.877167701721191,0.913727760314941,9.525986206131494,0.331154702324624,14193.719447135925293
72,06059001801,101,1958,1762200.000000000000000,9.032661437988281,9.815323829650879,0.782662391662598,9.373593179880050,0.208133150109838,18353.495446205139160
73,06059011712,102,1590,1431000.000000000000000,8.542448997497559,9.651535987854004,1.109086990356445,8.940557374294450,0.299554575679792,14215.486225128173828
74,06059086801,104,1742,1567800.000000000000000,8.486884117126465,9.967103958129883,1.480219841003418,9.444208131455117,0.304000792447055,16451.810564994812012
75,06059086802,105,1952,1756800.000000000000000,8.743519783020020,9.999938964843750,1.256419181823730,9.408101860128465,0.329879837560618,18364.614830970764160
76,06059087801,107,1436,1292400.000000000000000,9.023903846740723,9.561155319213867,0.537251472473145,9.212988758485629,0.139772099343773,13229.851857185363770
77,06059110007,108,835,751500.000000000000000,8.740401268005371,9.719888687133789,0.979487419128418,9.270007572059860,0.339696707918866,7740.456322669982910
78,06059021921,115,1147,1032300.000000000000000,8.867223739624023,10.111093521118164,1.243869781494141,9.355923681749712,0.267639205127981,10731.244462966918945
79,06059011708,116,1013,911700.000000000000000,8.923801422119141,9.860153198242188,0.936351776123047,9.536096429777757,0.284502591473968,9660.065683364868164
80,06059001705,117,1562,1405800.000000000000000,9.060722351074219,10.477077484130859,1.416355133056641,9.636839297608438,0.324574849852674,15052.742982864379883
81,06059001602,118,3492,3142800.000000000000000,8.777038574218750,10.307649612426758,1.530611038208008,9.563466917061996,0.294795814423558,33395.626474380493164
82,06059021810,120,1745,1570500.000000000000000,8.353276252746582,9.026511192321777,0.673234939575195,8.626542438955225,0.132859834526380,15053.316555976867676
83,06059110115,121,1758,1582200.000000000000000,9.510839462280273,10.608734130859375,1.097894668579102,10.064003504448241,0.301043414943515,17692.518160820007324
84,06059001101,122,1943,1748700.000000000000000,8.230036735534668,9.282196044921875,1.052159309387207,8.911615015855476,0.232244052872066,17315.267975807189941
85,06059086303,123,4247,3822300.000000000000000,8.545256614685059,9.519401550292969,0.974144935607910,8.990702479986519,0.220244238931119,38183.513432502746582
86,06059011721,127,770,693000.000000000000000,8.802907943725586,9.820015907287598,1.017107963562012,9.219031070114731,0.333129149891727,7098.653923988342285
87,06059021916,128,391,351900.000000000000000,8.684529304504395,9.280800819396973,0.596271514892578,9.048241154312173,0.145076880444453,3537.862291336059570
88,06059021922,129,796,716400.000000000000000,8.953314781188965,9.545537948608398,0.592223167419434,9.306657976840608,0.100756639936450,7408.099749565124512
89,06059087106,130,999,899100.000000000000000,8.867987632751465,9.556760787963867,0.688773155212402,9.162405715690360,0.188693100740639,9153.243309974670410
90,06059001503,131,3382,3043800.000000000000000,8.082389831542969,9.601343154907227,1.518953323364258,9.114706488067338,0.387185815787980,30825.937342643737793
91,06059110111,133,2415,2173500.000000000000000,9.550365447998047,10.440574645996094,0.890209197998047,9.930370434668246,0.202744069374506,23981.844599723815918
92,06059087300,134,1812,1630800.000000000000000,8.620119094848633,9.252668380737305,0.632549285888672,9.004857548025271,0.111814311558722,16316.801877021789551
93,06059110301,135,1942,1747800.000000000000000,8.969223022460938,10.362971305847168,1.393748283386230,9.838027561238816,0.422097330873635,19105.449523925781250
94,06059110110,136,2176,1958400.000000000000000,9.300389289855957,9.813554763793945,0.513165473937988,9.633059389889240,0.103176358786920,20961.537232398986816
95,06059088201,138,514,462600.000000000000000,8.631947517395020,9.146819114685059,0.514871597290039,8.940094291004225,0.100613594363837,4595.208465576171875
96,06059086803,139,2163,1946700.000000000000000,8.804078102111816,9.533414840698242,0.729336738586426,9.182942304024804,0.138133303674768,19862.704203605651855
97,06059087902,141,2,1800.000000000000000,9.063450813293457,9.070236206054688,0.006785392761230,9.066843509674072,0.003392696380615,18.133687019348145
98,06059087803,142,1432,1288800.000000000000000,8.902283668518066,9.542147636413574,0.639863967895508,9.263164805966383,0.186212780257953,13264.852002143859863
99,06059087503,144,626,563400.000000000000000,8.921955108642578,9.290519714355469,0.368564605712891,9.018268349071661,0.059221604722510,5645.435986518859863
100,06059001507,146,2097,1887300.000000000000000,8.948329925537109,9.704767227172852,0.756437301635742,9.278051430461630,0.166523839302614,19456.073849678039551
101,06059021807,147,2418,2176200.000000000000000,8.449015617370605,10.074399948120117,1.625384330749512,9.180310401175021,0.365631780476097,22197.990550041198730
102,06059110304,148,1472,1324800.000000000000000,9.030111312866211,9.714062690734863,0.683951377868652,9.387652226764223,0.198749148597518,13818.624077796936035
103,06059011718,149,1440,1296000.000000000000000,8.000706672668457,9.067368507385254,1.066661834716797,8.635677710506652,0.209052095401882,12435.375903129577637
104,06059110605,151,2208,1987200.000000000000000,8.761672973632812,9.805398941040039,1.043725967407227,9.359368544125903,0.307697265102589,20665.485745429992676
105,06059087802,152,1484,1335600.000000000000000,9.024518966674805,9.604620933532715,0.580101966857910,9.309647727848063,0.173834221018643,13815.517228126525879
106,06059001402,159,1350,1215000.000000000000000,8.562964439392090,9.547540664672852,0.984576225280762,9.049272121853299,0.204592151341715,12216.517364501953125
107,06059001202,160,953,857700.000000000000000,8.741865158081055,9.073378562927246,0.331513404846191,8.873563099007541,0.059111173738280,8456.505633354187012
108,06059021830,161,3563,3206700.000000000000000,8.069477081298828,9.219321250915527,1.149844169616699,8.611118516057454,0.279784724372084,30681.415272712707520
109,06059021817,162,1158,1042200.000000000000000,8.397857666015625,9.606705665588379,1.208847999572754,8.963017686866932,0.359957970912451,10379.174481391906738
110,06059001704,163,3172,2854800.000000000000000,8.720344543457031,9.762301445007324,1.041956901550293,9.275787005057701,0.197314765505080,29422.796380043029785
111,06059001505,164,3396,3056400.000000000000000,8.251770019531250,10.663418769836426,2.411648750305176,9.362423204561285,0.508298950479733,31794.789202690124512
112,06059001903,165,1017,915300.000000000000000,9.256145477294922,10.172274589538574,0.916129112243652,9.855535520330408,0.248252143679376,10023.079624176025391
113,06059088101,167,1084,975600.000000000000000,8.978867530822754,9.613667488098145,0.634799957275391,9.312796629662882,0.200306516732186,10095.071546554565430
114,06059110401,168,2387,2148300.000000000000000,8.443539619445801,9.945098876953125,1.501559257507324,9.527138429153499,0.305966978066822,22741.279430389404297
115,06059110606,169,1158,1042200.000000000000000,9.031398773193359,9.996654510498047,0.965255737304688,9.666618040806272,0.226018673667530,11193.943691253662109
116,06059001707,170,4759,4283100.000000000000000,8.459386825561523,10.301343917846680,1.841957092285156,9.364023640466904,0.462868755695237,44563.388504981994629
117,06059001802,171,1275,1147500.000000000000000,9.079784393310547,10.096800804138184,1.017016410827637,9.484137053396188,0.222571933192073,12092.274743080139160
118,06059110604,173,3743,3368700.000000000000000,8.038966178894043,9.698078155517578,1.659111976623535,9.076678010317339,0.485593307844771,33974.005792617797852
119,06059110109,174,1465,1318500.000000000000000,9.154465675354004,9.682793617248535,0.528327941894531,9.488408365347279,0.126423353839938,13900.518255233764648
120,06059110201,175,2180,1962000.000000000000000,9.033780097961426,9.645075798034668,0.611295700073242,9.301796371127487,0.144437158573818,20277.916089057922363
121,06059110015,176,3167,2850300.000000000000000,8.196277618408203,9.773900032043457,1.577622413635254,9.273399153680202,0.393024167875021,29368.855119705200195
122,06059110010,177,333,299700.000000000000000,8.911995887756348,9.485314369201660,0.573318481445312,9.173645449114275,0.201688566776919,3054.823934555053711
123,06059021823,181,1968,1771200.000000000000000,7.849644660949707,9.226967811584473,1.377323150634766,8.276016433549120,0.308027056190885,16287.200341224670410
124,06059011716,182,1716,1544400.000000000000000,8.323883056640625,9.059136390686035,0.735253334045410,8.660120648381872,0.133488383335666,14860.767032623291016
125,06059001301,183,2128,1915200.000000000000000,9.035589218139648,9.881615638732910,0.846026420593262,9.439438922960955,0.187925211408458,20087.126028060913086
126,06059001201,184,943,848700.000000000000000,8.702827453613281,9.018659591674805,0.315832138061523,8.837927380396984,0.055416240481003,8334.165519714355469
127,06059001303,185,1334,1200600.000000000000000,9.003089904785156,9.763025283813477,0.759935379028320,9.207974077164680,0.163229144506507,12283.437418937683105
128,06059001304,186,1424,1281600.000000000000000,8.948652267456055,9.432868003845215,0.484215736389160,9.105681904246298,0.093016869509004,12966.491031646728516
129,06059086405,187,1329,1196100.000000000000000,8.779203414916992,9.081752777099609,0.302549362182617,8.891950559939003,0.053758768371905,11817.402294158935547
130,06059086502,188,1183,1064700.000000000000000,8.571727752685547,10.220518112182617,1.648790359497070,9.372158574533987,0.467527898700956,11087.263593673706055
131,06059110202,191,1478,1330200.000000000000000,9.079760551452637,9.634534835815430,0.554774284362793,9.322610670562042,0.133334296592905,13778.818571090698242
132,06059021824,192,1805,1624500.000000000000000,7.587806701660156,8.689066886901855,1.101260185241699,8.212648530415882,0.239795517256198,14823.830597400665283
133,06059110113,193,4229,3806100.000000000000000,9.107796669006348,9.889355659484863,0.781558990478516,9.534290756167856,0.152878730428483,40320.515607833862305
134,06059110106,194,831,747900.000000000000000,9.396432876586914,9.855603218078613,0.459170341491699,9.674354802256744,0.103875998670603,8039.388840675354004
135,06059110014,195,726,653400.000000000000000,9.420448303222656,9.891875267028809,0.471426963806152,9.720085560454482,0.111954178529974,7056.782116889953613
136,06059001504,201,2211,1989900.000000000000000,8.918031692504883,10.332403182983398,1.414371490478516,9.363559154405253,0.245287968400598,20702.829290390014648
137,06059021825,202,2942,2647800.000000000000000,7.119207382202148,9.302371025085449,2.183163642883301,8.178098238705779,0.627004790478160,24059.965018272399902
138,06059001902,203,934,840600.000000000000000,9.085468292236328,9.582489013671875,0.497020721435547,9.321975909157535,0.112218382541774,8706.725499153137207
139,06059011101,204,1172,1054800.000000000000000,9.080384254455566,10.090277671813965,1.009893417358398,9.524522364749844,0.267961474656020,11162.740211486816406
140,06059001901,205,918,826200.000000000000000,9.025764465332031,9.630896568298340,0.605132102966309,9.244988086176853,0.095429629080806,8486.899063110351562
141,06059086701,206,2216,1994400.000000000000000,9.322345733642578,10.204357147216797,0.882011413574219,9.865966511977708,0.217526293503303,21862.981790542602539
142,06059011102,207,1216,1094400.000000000000000,8.837037086486816,10.062093734741211,1.225056648254395,9.479091878000059,0.335047005211489,11526.575723648071289
143,06059011715,208,2755,2479500.000000000000000,7.883983135223389,9.106290817260742,1.222307682037354,8.714666007780986,0.224056294036580,24008.904851436614990
144,06059021812,209,3351,3015900.000000000000000,7.922535896301270,9.499573707580566,1.577037811279297,8.621283092345099,0.339945572276357,28889.919642448425293
145,06059076201,210,2576,2318400.000000000000000,8.102826118469238,9.332675933837891,1.229849815368652,8.540554489038005,0.194149966065823,22000.468363761901855
146,06059001708,211,3338,3004200.000000000000000,8.310404777526855,10.216241836547852,1.905837059020996,9.193184292909269,0.403627271019710,30686.849169731140137
147,06059110303,212,1425,1282500.000000000000000,9.008757591247559,9.437129020690918,0.428371429443359,9.201754541229784,0.098170157824520,13112.500221252441406
148,06059086901,213,1463,1316700.000000000000000,9.160031318664551,9.468447685241699,0.308416366577148,9.285068404405637,0.072183099393327,13584.055075645446777
149,06059088301,214,559,503100.000000000000000,8.889907836914062,9.072178840637207,0.182271003723145,8.967629575985276,0.048942429327961,5012.904932975769043
150,06059021809,215,1828,1645200.000000000000000,8.566124916076660,9.138037681579590,0.571912765502930,8.846017513546432,0.152108146540793,16170.520014762878418
151,06059110118,216,746,671400.000000000000000,9.444185256958008,9.737854957580566,0.293669700622559,9.590919169919420,0.052095735111946,7154.825700759887695
152,06059011717,217,1191,1071900.000000000000000,8.126481056213379,9.085570335388184,0.959089279174805,8.709010265936479,0.244603932388936,10372.431226730346680
153,06059088001,218,646,581400.000000000000000,8.631714820861816,9.076763153076172,0.445048332214355,8.931142375934234,0.111920422571483,5769.517974853515625
154,06059087901,219,1174,1056600.000000000000000,8.659292221069336,9.595149040222168,0.935856819152832,9.265224991299631,0.255335231380770,10877.374139785766602
155,06059087703,220,1432,1288800.000000000000000,8.617456436157227,9.162443161010742,0.544986724853516,8.908348432466305,0.123181190468977,12756.754955291748047
156,06059011000,225,3383,3044700.000000000000000,9.061727523803711,9.717041969299316,0.655314445495605,9.436413025806685,0.134691486321513,31923.385266304016113
157,06059021827,226,1104,993600.000000000000000,8.197291374206543,9.141448020935059,0.944156646728516,8.675334914870884,0.229953519142299,9577.569746017456055
158,06059021828,227,427,384300.000000000000000,8.549594879150391,8.950306892395020,0.400712013244629,8.707644683694951,0.075403843077626,3718.164279937744141
159,06059021814,228,5007,4506300.000000000000000,7.924978256225586,10.033904075622559,2.108925819396973,8.948296747403823,0.410288724375371,44804.121814250946045
160,06059110607,229,1371,1233900.000000000000000,9.133062362670898,9.695209503173828,0.562147140502930,9.503667343106260,0.126705746039627,13029.527927398681641
161,06059088202,230,282,253800.000000000000000,8.990149497985840,9.144036293029785,0.153886795043945,9.074785212253003,0.038935734149022,2559.089429855346680
162,06059087602,231,1833,1649700.000000000000000,8.454855918884277,9.094509124755859,0.639653205871582,8.926836719814702,0.123040740705742,16362.891707420349121
163,06059086406,232,1085,976500.000000000000000,9.199365615844727,9.759301185607910,0.559935569763184,9.463956032150902,0.106971259239692,10268.392294883728027
164,06059011710,233,1525,1372500.000000000000000,8.398865699768066,9.201335906982422,0.802470207214355,8.814618957394460,0.160718019788640,13442.293910026550293
165,06059110302,234,2348,2113200.000000000000000,8.830370903015137,10.271956443786621,1.441585540771484,9.535369845021522,0.393144025860458,22389.048396110534668
166,06059087806,235,1360,1224000.000000000000000,8.673460006713867,9.076507568359375,0.403047561645508,8.882671145130606,0.085970598642666,12080.432757377624512
167,06059086903,236,1458,1312200.000000000000000,8.920347213745117,9.558629989624023,0.638282775878906,9.260207310952604,0.190457899688497,13501.382259368896484
168,06059087001,237,1463,1316700.000000000000000,8.856253623962402,9.126370429992676,0.270116806030273,9.032490944748290,0.063944753488926,13214.534252166748047
169,06059110117,238,1499,1349100.000000000000000,9.593618392944336,10.305958747863770,0.712340354919434,9.863961500354891,0.161889850645755,14786.078289031982422
170,06059021822,239,5581,5022900.000000000000000,7.149349689483643,8.999225616455078,1.849875926971436,7.993576824398072,0.371177040680307,44612.152256965637207
171,06059021816,240,2969,2672100.000000000000000,7.573153018951416,9.444918632507324,1.871765613555908,8.837452968309607,0.334909907929753,26238.397862911224365
172,06059001403,242,1327,1194300.000000000000000,7.714758872985840,9.076285362243652,1.361526489257812,8.564616962223010,0.321809974892824,11365.246708869934082
173,06059001401,243,1825,1642500.000000000000000,8.469980239868164,9.526834487915039,1.056854248046875,8.968712516157595,0.187562949326460,16367.900341987609863
174,06059001706,244,3989,3590100.000000000000000,8.958366394042969,10.451545715332031,1.493179321289062,9.768731193752867,0.299417158705256,38967.468731880187988
175,06059001501,246,3620,3258000.000000000000000,7.333440780639648,9.318509101867676,1.985068321228027,8.771709795024513,0.505438365881197,31753.589457988739014
176,06059001601,247,5214,4692600.000000000000000,8.008337020874023,10.129393577575684,2.121056556701660,9.411401538497696,0.422807814814638,49071.047621726989746
177,06059011707,248,2287,2058300.000000000000000,8.764787673950195,10.261355400085449,1.496567726135254,9.555765820008258,0.361032468738399,21854.036430358886719
178,06059110500,249,4975,4477500.000000000000000,9.085770606994629,10.355728149414062,1.269957542419434,9.731660984556878,0.236945312792242,48415.013398170471191
179,06059110114,250,1736,1562400.000000000000000,9.281277656555176,9.660521507263184,0.379243850708008,9.457457522642777,0.082369871643953,16418.146259307861328
180,06059021829,251,2913,2621700.000000000000000,8.042757987976074,9.325951576232910,1.283193588256836,8.557328899578668,0.318909825703055,24927.499084472656250
181,06059021820,252,2217,1995300.000000000000000,8.010178565979004,8.758216857910156,0.748038291931152,8.413227140661505,0.137981289096949,18652.124570846557617
182,06059087105,253,1781,1602900.000000000000000,8.630119323730469,9.741534233093262,1.111414909362793,9.327972521880984,0.229576872819576,16613.119061470031738
183,06071012500,263,4424,3981600.000000000000000,7.900295734405518,9.286108970642090,1.385813236236572,8.652176845785075,0.410546522952622,38277.230365753173828
184,06071012400,264,4707,4236300.000000000000000,7.792302131652832,9.505051612854004,1.712749481201172,9.011452037563288,0.329333364657380,42416.904740810394287
185,06071005701,265,1827,1644300.000000000000000,8.955776214599609,9.579252243041992,0.623476028442383,9.321402246467912,0.147174205865699,17030.201904296875000
186,06071012700,266,29083,26174700.000000000000000,8.027662277221680,10.714680671691895,2.687018394470215,9.312861069792490,0.471392928448361,270845.938492774963379
187,06071004603,269,929,836100.000000000000000,7.270905494689941,8.790144920349121,1.519239425659180,7.917213572367657,0.385346035647444,7355.091408729553223
188,06071004301,270,1600,1440000.000000000000000,7.723037719726562,8.536720275878906,0.813682556152344,8.188792125284671,0.216233440545452,13102.067400455474854
189,06071003611,271,728,655200.000000000000000,8.108036041259766,8.570252418518066,0.462216377258301,8.301095585246662,0.098156143293232,6043.197586059570312
190,06071003609,272,2411,2169900.000000000000000,8.120629310607910,9.295129776000977,1.174500465393066,8.609952456720732,0.357813795338501,20758.595373153686523
191,06071003605,273,1436,1292400.000000000000000,7.829171657562256,8.402237892150879,0.573066234588623,8.204669022958591,0.113120089493182,11781.904716968536377
192,06071003404,274,1129,1016100.000000000000000,7.682382583618164,8.527127265930176,0.844744682312012,8.235214162865395,0.251256581493954,9297.556789875030518
193,06071003509,276,2180,1962000.000000000000000,8.079102516174316,8.565535545349121,0.486433029174805,8.421206512363678,0.095482985074460,18358.230196952819824
194,06071002705,277,2764,2487600.000000000000000,7.037249088287354,8.729258537292480,1.692009449005127,8.018858355999683,0.327618673242286,22164.124495983123779
195,06071002703,278,1092,982800.000000000000000,7.982941150665283,8.694496154785156,0.711555004119873,8.378578127958836,0.144938920905965,9149.407315731048584
